"t1.dt","sender_region_code","receiver_region_code","sender_org_count","receiver_org_count","assortment","count_brand","cnt_moved"
2022-05-26,"50","50",7,8,145,30,5697
2022-09-14,"66","38",2,2,11,4,17
2022-03-30,"26","26",8,12,205,49,1477
2022-05-17,"36","31",1,1,9,4,9
2022-05-11,"76","76",3,4,40,8,64
2022-08-19,"77","91",5,5,594,85,7526
2022-07-26,"77","25",6,7,144,23,464
2022-01-14,"24","17",1,1,7,6,8
2022-08-23,"52","46",1,1,100,1,172
2022-01-15,"77","27",2,6,114,40,269
2022-10-17,"18","02",2,3,103,20,182
2022-05-13,"52","63",1,1,28,1,31
2022-04-12,"77","23",8,5,64,17,2231
2022-02-17,"43","23",1,1,19,4,19
2022-01-19,"66","63",2,2,18,7,24
2022-05-11,"47","60",1,1,34,1,49
2022-05-03,"50","56",1,1,1,1,2
2022-06-28,"77","59",4,3,43,8,1308
2022-11-12,"50","75",1,1,9,6,10
2022-06-21,"63","73",1,4,27,15,44
2022-10-29,"77","78",3,2,84,7,5582
2022-08-18,"50","77",10,12,130,23,141586
2022-02-17,"47","66",1,1,6,2,17
2022-03-13,"50","50",1,1,9,1,175
2022-04-16,"18","59",1,1,38,16,64
2022-01-21,"77","25",7,18,425,69,2207
2021-12-16,"71","57",2,3,24,5,52
2022-09-08,"77","02",5,6,125,20,1844
2021-11-22,"76","76",2,3,43,9,53
2022-06-08,"52","61",1,2,65,1,120
2022-07-07,"77","21",1,1,40,1,45
2022-03-03,"26","26",7,12,108,34,1282
2022-02-15,"36","31",4,6,50,9,81
2022-07-30,"77","78",1,3,3,1,135
2022-10-10,"50","77",15,20,185,44,53691
2022-06-09,"35","29",1,2,32,11,33
2021-12-20,"50","50",14,21,405,24,50979
2022-01-11,"52","65",1,1,92,1,195
2021-12-07,"77","25",5,11,97,27,355
2022-03-17,"71","57",1,1,4,3,12
2022-10-20,"52","42",1,1,30,1,40
2022-02-21,"66","61",1,2,8,6,9
2022-04-14,"16","63",1,1,22,7,24
2022-08-11,"18","02",1,4,139,24,431
2022-02-19,"77","27",2,12,340,65,1157
2021-12-13,"66","63",1,1,5,1,5
2022-10-08,"59","16",1,8,48,21,75
2022-05-22,"77","59",1,1,3,2,4
2022-02-16,"50","52",1,1,8,3,21
2022-10-29,"74","66",1,1,15,3,10725
2022-05-06,"13","77",1,1,8,1,83
2022-02-09,"27","77",1,1,2,2,4
2022-03-22,"63","73",1,3,27,13,69
2022-06-22,"38","75",1,4,25,6,31
2022-07-19,"50","24",4,4,145,31,3659
2022-04-18,"56","56",2,5,58,20,83
2021-12-24,"59","43",1,5,217,35,386
2022-08-16,"38","24",1,1,5,1,5
2022-05-30,"18","53",1,7,105,5,401
2022-03-01,"77","55",5,3,84,18,16250
2022-07-08,"70","70",1,2,19,7,20
2021-12-22,"01","23",1,13,264,62,698
2022-08-29,"52","32",1,1,40,1,66
2022-09-28,"54","42",1,2,8,6,20
2022-02-15,"50","58",1,1,31,2,73
2022-07-07,"16","13",1,4,49,9,234
2022-07-30,"11","11",1,1,8,2,8
2022-10-07,"67","67",3,7,126,17,215
2022-10-26,"52","30",1,4,123,1,501
2022-04-18,"52","13",1,2,14,6,19
2022-10-04,"50","05",1,1,18,1,3096
2022-11-18,"37","37",1,2,57,6,101
2022-06-03,"77","29",1,1,2,2,36
2022-09-22,"41","41",1,1,12,1,68
2022-05-17,"62","50",1,1,2,1,2
2022-04-27,"54","61",1,1,3,1,4
2022-11-02,"54","42",3,14,195,35,411
2022-03-16,"67","40",1,1,1,1,8
2022-01-27,"77","57",2,2,30,10,77
2022-05-25,"52","13",1,1,6,2,6
2022-06-27,"77","53",1,1,38,1,673
2022-09-02,"77","70",1,1,2,1,2
2022-08-17,"67","67",2,6,52,11,114
2022-08-02,"52","30",1,1,69,1,124
2022-09-12,"37","37",2,4,28,8,46
2022-04-13,"77","29",1,1,1,1,15
2022-08-19,"54","38",2,3,56,17,183
2022-03-11,"50","22",1,1,21,1,21
2022-04-15,"15","77",1,1,13,4,83976
2021-12-22,"38","03",1,1,42,13,48
2022-10-24,"62","71",1,4,44,9,70
2022-04-27,"50","24",2,2,95,5,340
2022-05-25,"56","56",2,6,74,22,122
2022-06-28,"11","30",1,1,6,3,6
2022-06-29,"16","86",1,1,4,1,219
2022-10-30,"77","72",2,2,1,1,72
2022-03-15,"01","23",1,6,125,33,385
2022-04-14,"77","51",3,5,34,21,95
2022-03-16,"52","13",1,1,8,3,8
2022-02-25,"67","44",1,1,287,2,777
2022-09-19,"77","74",4,3,24,15,76
2022-01-31,"64","58",1,1,62,9,112
2022-08-17,"52","34",1,2,55,1,67
2022-08-02,"59","18",1,5,41,16,274
2022-05-25,"67","40",1,1,7,1,8
2022-07-12,"77","57",2,1,17,10,27
2021-12-29,"26","50",1,1,8,5,12
2022-02-15,"62","50",2,4,52,19,64
2021-12-28,"77","29",1,1,19,12,30
2022-02-22,"50","26",1,1,4,1,100
2022-04-09,"64","26",1,1,2,1,2
2022-07-19,"66","69",1,1,2,2,2
2022-03-16,"56","56",2,6,122,27,179
2021-11-29,"54","19",2,2,98,7,759
2022-04-19,"38","03",1,1,47,10,71
2022-10-04,"66","48",1,1,1,1,1
2021-12-14,"50","24",3,3,61,23,701
2021-11-23,"70","70",2,2,33,7,132
2022-05-24,"01","23",1,9,129,36,448
2022-06-17,"66","86",2,2,30,11,56
2021-12-17,"77","51",2,2,50,18,78
2022-04-01,"77","55",2,2,82,13,2501
2022-10-11,"77","76",1,1,2,1,3569
2021-12-21,"56","56",2,4,26,8,54
2022-04-09,"59","43",1,3,49,20,64
2022-03-29,"21","77",1,1,1,1,25
2022-01-18,"50","24",2,2,34,9,2971
2022-05-24,"38","03",1,1,11,5,17
2022-02-08,"70","70",2,4,53,15,115
2022-04-19,"01","23",1,7,92,25,143
2022-08-13,"77","76",1,1,7,1,11
2022-01-26,"27","79",1,1,32,3,63
2022-09-08,"23","63",2,1,2,1,47
2021-12-21,"52","13",1,1,73,1,261
2022-10-26,"59","18",1,6,121,22,212
2022-06-29,"50","58",1,1,7,2,27
2022-11-11,"77","74",8,8,238,21,2665
2022-10-07,"52","34",1,1,103,1,492
2022-03-01,"78","38",1,1,1,1,1
2022-03-08,"26","50",1,1,7,6,7
2022-11-01,"37","33",1,1,6,1,7
2022-03-05,"77","29",1,1,3,1,72
2022-05-19,"25","41",1,3,34,13,71
2022-10-18,"55","66",2,23,462,68,1212
2022-04-21,"77","24",4,7,94,23,2496
2021-12-20,"42","77",1,1,1,1,1
2022-03-24,"78","35",1,1,1,1,1
2022-10-03,"78","16",2,1,184,21,2141
2022-08-19,"23","68",3,2,5,1,42
2021-11-23,"36","36",5,16,268,41,1029
2022-06-30,"77","26",1,1,10,3,355
2022-08-09,"77","92",1,1,5,3,5
2021-12-31,"66","66",1,3,55,15,137
2021-12-23,"71","50",3,3,28,8,38
2022-08-30,"77","05",3,3,28,5,99
2022-03-16,"10","10",1,1,2,2,3
2022-01-28,"77","22",4,3,33,5,480
2022-05-14,"16","66",1,1,16,8,19
2022-02-21,"77","58",1,1,23,5,828
2022-02-08,"36","36",7,14,661,49,4745
2022-03-02,"66","66",8,33,537,60,4752
2022-03-10,"71","50",2,2,13,5,12149
2022-05-16,"77","26",2,2,22,4,284
2021-11-30,"77","22",4,4,79,7,2610
2022-07-06,"16","66",2,2,5,3,47
2022-08-23,"71","77",1,1,4,1,24
2021-12-21,"10","10",2,3,33,2,33
2022-05-26,"77","24",3,5,80,33,1032
2022-06-02,"55","45",1,1,28,7,51
2022-07-01,"25","41",1,5,175,42,658
2022-08-10,"55","66",3,10,213,39,866
2022-08-21,"78","16",2,1,165,22,1405
2022-02-28,"77","20",3,3,25,4,81
2022-06-23,"78","35",2,2,24,2,119
2022-01-11,"47","19",1,1,65,1,136
2022-07-26,"50","51",1,1,6,5,7
2022-07-08,"36","36",5,14,536,51,1895
2022-06-23,"77","58",3,1,95,8,2617
2022-04-28,"40","40",1,2,17,2,25
2022-02-02,"16","66",1,2,44,24,64
2021-12-13,"78","37",2,1,74,21,120
2022-04-18,"10","10",1,1,6,1,6
2022-06-16,"66","66",11,26,879,95,4713
2022-06-08,"71","50",1,1,8,1,16
2022-08-12,"66","45",1,2,17,3,17
2022-03-16,"18","26",1,1,2,1,24
2022-08-18,"77","03",1,1,29,1,177
2022-02-21,"78","35",2,2,13,2,14
2022-11-18,"71","71",2,6,62,9,90
2022-10-25,"76","50",1,1,17,3,476
2022-11-10,"66","47",1,1,7,2,7
2022-04-13,"36","34",1,1,9,1,22
2022-03-29,"56","27",1,1,1,1,29
2022-07-30,"57","57",1,3,68,14,130
2022-11-03,"77","79",1,1,6,5,10
2022-09-08,"50","76",2,5,57,21,136
2022-07-07,"50","55",2,2,15,3,596
2022-10-10,"77","03",1,1,1,1,12
2021-12-20,"77","24",2,2,39,4,1972
2021-12-29,"55","45",1,4,63,18,75
2022-09-12,"71","71",4,13,131,8,210
2022-04-05,"26","59",1,1,4,2,3360
2022-04-06,"78","31",1,1,1,1,5
2022-09-20,"66","47",1,1,1,1,1
2021-12-07,"50","51",1,1,94,27,167
2022-09-30,"37","44",1,2,5,3,18
2022-09-27,"77","79",2,3,101,39,162
2022-03-15,"47","65",1,1,5,2,16
2022-04-21,"78","49",1,1,1,1,20
2022-02-07,"66","18",1,1,10,6,185
2022-07-22,"40","40",1,2,29,2,139
2022-04-22,"52","18",1,1,46,1,46
2022-03-24,"77","58",7,7,128,18,3473
2021-12-07,"54","14",1,1,35,5,42
2022-09-14,"77","01",1,1,1,1,2
2021-11-25,"16","66",1,1,31,9,58
2022-02-16,"77","26",5,5,83,28,806
2022-05-14,"23","35",1,1,1,1,6
2022-03-31,"66","66",8,19,496,57,1717
2022-07-19,"77","50",15,20,394,50,12976
2021-11-30,"23","43",1,11,190,40,369
2022-08-24,"52","33",2,8,158,13,338
2022-09-28,"77","73",3,3,46,16,124
2022-10-31,"43","77",1,1,1,1,12
2022-02-02,"77","54",7,8,61,25,1142
2022-05-11,"01","26",1,11,199,49,460
2021-12-05,"50","23",1,1,5,4,5
2022-03-15,"25","49",1,1,18,11,28
2022-06-25,"64","23",1,1,21,2,21
2022-01-18,"46","46",1,3,50,9,66
2022-07-18,"77","28",1,1,7,4,16
2022-05-23,"50","27",1,1,36,3,49
2022-10-04,"77","71",4,3,74,26,509
2022-03-13,"16","16",1,21,106,39,207
2022-06-10,"16","12",1,1,9,7,17
2022-07-13,"33","52",1,10,99,31,174
2022-10-24,"78","60",1,1,24,4,46
2022-07-01,"71","20",1,1,3,1,3
2021-12-27,"39","53",1,1,7,1,7
2022-01-27,"50","23",1,1,8,5,10
2022-03-30,"52","68",1,1,225,1,602
2021-12-14,"46","46",3,7,126,21,267
2021-12-20,"16","16",4,33,267,55,4446
2021-12-29,"34","77",1,1,2,2,3
2022-08-20,"77","71",1,1,87,1,216
2022-04-25,"66","16",1,1,18,7,18
2022-01-14,"50","59",1,1,10,1,44
2022-03-11,"77","56",3,3,42,4,242
2022-11-04,"66","35",1,1,33,8,55
2022-03-03,"60","60",1,2,11,5,23
2022-11-02,"77","73",3,3,50,17,101
2022-04-27,"77","50",15,19,326,49,2755
2022-01-28,"23","43",1,4,94,28,133
2021-11-25,"77","54",4,3,115,15,5365
2022-08-02,"01","92",1,11,189,49,297
2022-04-28,"18","52",1,4,41,5,135
2022-11-16,"50","91",1,1,99,27,160
2021-11-29,"77","28",2,2,39,2,3153
2022-02-09,"50","27",2,2,36,15,208
2022-04-27,"46","46",1,1,4,1,4
2022-04-19,"25","49",1,1,19,13,31
2022-07-12,"50","23",1,1,7,2,8
2022-07-27,"55","14",1,1,24,3,43
2022-03-25,"50","59",2,2,39,8,1476
2022-04-21,"16","16",4,25,201,50,15318
2022-06-09,"78","47",2,2,39,3,65
2022-02-22,"77","52",2,5,44,2,277
2022-11-17,"77","77",75,99,2104,228,53729
2022-09-22,"50","78",3,2,126,41,654
2022-07-12,"54","66",2,2,27,5,76
2021-12-14,"77","50",23,38,727,105,16033
2022-01-12,"52","10",1,1,19,1,23
2022-07-27,"51","51",2,2,20,7,33
2022-10-10,"27","27",2,7,111,20,318
2022-09-27,"91","77",1,1,6,1,114
2022-09-09,"77","77",64,84,1768,235,69214
2022-11-04,"50","78",1,1,10,3,4368
2022-07-06,"77","54",5,4,27,5,1032
2021-11-22,"01","26",1,1,13,4,30
2022-01-18,"77","50",25,31,449,82,21320
2022-05-03,"23","43",1,7,98,19,209
2022-11-07,"01","01",1,2,114,21,137
2022-09-13,"78","66",1,1,1,1,1
2022-11-03,"91","77",1,1,4,4,5
2022-08-18,"27","27",1,3,55,10,123
2022-07-19,"46","46",1,1,20,5,45
2022-05-11,"30","30",1,1,30,5,30
2022-05-24,"25","49",1,1,16,13,24
2022-02-28,"16","12",1,3,50,13,82
2022-04-07,"77","56",3,3,23,18,36
2022-07-12,"57","78",1,1,45,10,131
2022-03-30,"60","60",2,6,34,4,268
2022-01-20,"66","16",1,1,27,2,27
2022-10-21,"77","75",2,2,80,7,688
2022-01-11,"18","50",1,1,3,2,40032
2022-10-09,"78","64",1,1,15,9,23
2022-05-26,"16","16",3,20,170,42,491
2021-12-11,"26","61",1,1,4,2,5
2022-01-12,"52","58",1,1,89,1,170
2021-12-14,"77","18",1,1,161,5,1694
2022-08-20,"78","54",1,2,2,1,2
2022-03-25,"54","54",5,7,94,11,1171
2022-03-24,"23","71",1,1,1,1,4
2022-06-24,"78","77",6,6,221,40,2572
2022-05-27,"77","66",9,17,278,46,8293
2022-04-01,"50","69",1,1,36,11,100
2022-06-08,"22","22",4,25,431,53,622
2022-09-22,"54","75",2,6,75,30,740
2022-08-29,"43","43",1,6,107,29,214
2021-12-15,"67","77",1,1,1,1,1
2021-11-29,"77","60",1,1,25,1,585
2022-11-10,"35","35",1,7,98,12,152
2022-05-17,"77","64",1,1,2,1,2592
2022-06-28,"77","89",1,1,6,2,9
2022-04-26,"24","28",1,1,7,3,14
2022-07-06,"74","02",1,1,32,6,64
2022-08-23,"13","13",1,2,3,1,3
2022-11-03,"23","50",2,1,5,2,40
2022-01-29,"77","60",1,1,10,1,65
2022-09-20,"35","35",1,5,75,14,141
2022-05-31,"52","24",1,1,46,1,103
2022-06-29,"77","64",3,3,99,4,1027
2022-08-31,"77","47",3,2,65,2,738
2022-08-26,"50","32",2,1,41,12,246
2022-05-22,"77","89",1,1,34,2,113
2022-01-11,"18","18",2,2,33,8,33
2022-01-17,"26","61",1,2,8,3,12
2022-02-18,"52","58",1,3,301,1,2314
2022-01-18,"77","18",3,3,197,7,4074
2022-03-23,"78","77",6,7,207,41,1585
2022-06-18,"54","54",2,1,44,2,130
2021-12-15,"64","69",1,1,31,4,84
2022-04-08,"22","22",4,12,107,25,203
2022-10-24,"77","45",2,2,11,3,44
2022-03-05,"54","50",1,1,2,1,7
2022-04-20,"77","66",12,13,200,24,3111
2022-06-15,"50","69",1,1,14,8,43
2022-03-18,"52","24",1,1,114,1,127
2022-02-15,"77","64",3,3,65,3,1789
2022-07-15,"18","62",1,5,83,6,153
2022-04-01,"66","24",1,1,6,2,6
2022-09-13,"77","43",1,1,17,1,123
2021-11-26,"16","24",1,1,3,2,5
2022-05-31,"67","77",1,1,10,1,50
2022-10-04,"77","39",1,2,5,1,21
2022-08-09,"50","36",1,1,17,12,100
2022-07-01,"71","68",1,2,15,1,20
2022-03-22,"18","18",2,6,72,19,145
2022-06-20,"52","58",1,2,281,1,2148
2022-07-19,"77","18",3,3,127,8,697
2021-12-01,"72","72",3,5,54,4,112
2021-12-23,"22","22",7,30,500,64,1418
2021-12-19,"77","66",2,1,97,19,1595
2022-03-01,"50","69",1,1,10,4,12
2022-01-08,"78","77",3,2,205,33,4231
2022-10-20,"29","29",3,8,57,11,189
2022-08-22,"47","78",2,2,8,2,37
2022-02-20,"54","54",1,1,7,1,28
2022-08-29,"72","55",1,1,1,1,1
2022-04-27,"77","18",2,2,129,11,616
2022-01-31,"72","72",3,4,72,5,112
2022-02-11,"52","26",1,1,40,1,53
2022-03-14,"77","66",8,19,81,23,44590
2022-03-10,"22","22",8,19,147,31,314
2022-08-04,"29","29",1,3,20,8,25
2022-01-14,"54","54",10,18,327,84,2430
2022-02-22,"78","77",5,3,243,42,7340
2022-07-08,"54","52",1,1,15,1,28
2021-12-15,"52","24",1,1,184,1,865
2022-03-30,"52","20",1,1,54,1,116
2022-11-13,"77","43",3,3,36,7,100
2022-01-06,"23","09",2,1,3,2,12
2022-10-15,"50","36",1,1,140,23,340
2022-06-21,"18","18",1,6,72,18,328
2022-04-14,"54","28",1,1,16,10,130
2021-11-30,"50","86",1,1,10,5,329
2022-03-16,"26","15",1,1,3,3,3
2022-06-10,"77","68",3,3,34,4,102
2022-04-15,"50","67",1,1,57,6,2868
2022-05-30,"64","63",1,2,13,3,14
2022-09-01,"54","03",1,2,87,18,441
2022-01-21,"50","19",1,1,94,33,102
2021-11-26,"77","16",2,1,25,17,26
2022-06-17,"66","56",1,4,104,10,128
2022-01-26,"54","24",2,5,17,9,31
2022-03-06,"66","52",1,1,2,2,2
2022-03-28,"52","52",3,20,175,31,494
2022-04-26,"77","12",2,1,109,1,364
2022-05-18,"71","62",1,1,3,1,7
2022-04-15,"54","22",1,1,17,2,18
2022-11-09,"33","33",2,6,102,26,148
2022-04-24,"66","54",1,1,1,1,2
2022-11-05,"66","77",1,1,1,1,24
2022-08-30,"45","45",2,3,27,9,84
2021-12-03,"38","38",11,24,324,56,680
2022-10-18,"63","63",4,13,283,39,1761
2022-01-26,"50","61",4,4,48,14,2775
2022-09-21,"66","77",4,4,44,9,198
2022-06-09,"16","50",1,1,13,6,34
2022-07-26,"66","54",1,1,1,1,1
2022-04-05,"22","54",5,7,74,17,129
2022-01-25,"38","38",5,21,521,79,1242
2022-08-10,"63","63",3,14,180,39,321
2021-12-06,"50","61",1,1,10,4,456
2022-03-04,"59","02",1,10,96,23,186
2022-02-10,"66","28",1,1,1,1,2
2022-03-02,"50","63",2,2,29,8,765
2022-04-07,"24","24",3,6,94,24,204
2022-02-01,"77","16",5,4,121,19,1228
2021-11-29,"23","01",1,1,25,4,25
2022-07-20,"77","12",1,1,28,3,112
2021-12-06,"54","24",1,3,105,25,130
2022-06-22,"25","77",1,1,5,2,8
2022-07-14,"38","38",6,47,785,102,3122
2021-12-09,"52","50",1,3,141,1,285
2022-07-07,"66","50",1,1,1,1,1
2022-10-10,"78","26",1,1,3,1,156
2022-11-01,"72","23",1,1,1,1,17
2021-11-30,"74","74",4,8,245,41,605
2022-06-16,"50","63",2,3,110,31,987
2022-04-18,"26","15",1,1,1,1,1
2022-10-26,"26","36",1,1,100,3,6952
2022-02-11,"02","02",1,2,55,6,98
2022-02-17,"52","52",4,48,651,76,1873
2022-01-19,"77","12",1,3,31,1,382
2022-09-14,"78","24",1,1,12,3,426
2022-02-24,"25","77",1,1,12,1,24
2022-08-25,"59","59",1,15,296,49,565
2022-02-16,"78","03",1,1,5,4,6
2021-12-26,"24","24",1,1,8,3,8
2022-07-05,"77","16",4,3,143,3,644
2021-11-29,"16","52",1,1,19,8,107
2022-03-31,"50","63",3,4,28,7,558
2022-01-28,"74","74",5,15,258,19,2735
2022-05-25,"26","15",1,1,2,2,2
2022-07-11,"54","24",2,2,5,2,21
2022-01-10,"25","77",2,2,9,2,21
2022-01-13,"52","52",4,32,437,53,1491
2022-07-18,"23","01",1,1,2,1,16
2022-09-29,"59","59",2,11,145,25,273
2022-03-11,"24","24",4,9,318,56,642
2022-05-15,"77","16",1,1,12,1,19
2022-01-26,"61","77",1,1,1,1,1
2022-02-21,"77","10",1,1,27,14,33
2022-02-25,"22","54",1,1,12,6,26
2022-06-07,"18","16",1,1,24,14,38
2022-01-27,"77","87",1,1,57,13,91
2022-10-24,"16","77",2,2,125,19,172
2022-05-06,"38","38",4,11,114,18,161
2022-09-06,"52","77",2,2,89,2,232
2021-12-07,"66","54",1,1,49,12,50
2022-06-06,"77","14",3,3,31,11,143
2022-10-14,"59","21",1,7,62,17,265
2022-07-11,"50","61",1,1,50,1,7952
2022-10-11,"36","23",1,1,16,1,19
2022-07-25,"77","67",3,9,127,8,1094
2022-03-23,"66","23",1,1,4,2,17
2022-05-17,"54","55",1,2,31,1,283
2022-02-08,"77","63",5,7,142,27,748
2022-03-23,"58","58",7,15,217,31,1241
2022-07-18,"66","59",1,2,49,4,50
2022-02-18,"72","77",1,1,1,1,27
2022-11-11,"74","22",1,1,33,3,2550
2021-12-17,"77","19",2,2,48,5,598
2022-03-06,"16","59",1,11,50,26,70
2021-12-26,"62","62",2,2,16,4,35
2022-08-05,"63","16",1,1,15,4,171
2022-02-25,"59","77",1,1,5,3,5
2022-05-25,"59","73",1,1,1,1,2
2022-05-17,"50","10",1,1,5,1,11
2022-10-21,"69","69",1,2,44,2,48
2022-02-02,"66","25",3,28,28,5,963
2022-11-12,"39","39",2,3,15,6,33
2021-12-28,"77","61",10,11,179,40,4834
2022-08-19,"61","23",3,11,217,45,451
2022-09-28,"66","02",2,4,19,7,64
2021-11-30,"32","32",3,3,50,12,86
2022-03-11,"62","62",4,6,56,15,118
2022-10-19,"63","16",1,1,29,5,550
2022-08-07,"69","69",1,1,5,3,5
2022-10-26,"59","50",1,1,16,3,217
2022-08-31,"50","33",2,3,66,13,259
2022-05-25,"60","53",1,1,1,1,30
2022-09-14,"39","39",5,15,140,19,319
2022-08-26,"77","46",1,1,5,3,12
2022-10-20,"01","30",1,1,3,3,10
2022-03-05,"77","61",3,5,58,14,209
2022-10-24,"54","74",1,2,29,3,104
2022-02-04,"52","21",1,3,46,14,82
2022-11-02,"66","02",2,9,65,11,144
2022-04-25,"77","67",2,7,124,6,1097
2021-11-23,"77","63",4,4,33,14,166
2022-06-24,"58","58",5,17,206,30,963
2021-12-24,"52","23",1,2,95,1,257
2022-06-29,"54","55",1,1,5,1,53
2022-02-14,"86","55",1,2,186,50,1950
2022-05-02,"66","59",1,2,15,4,18
2022-10-24,"50","31",1,2,20,3,42
2022-04-20,"50","12",1,5,23,2,43
2021-12-27,"16","59",1,7,83,29,170
2022-09-13,"50","37",1,2,41,13,59
2022-08-09,"77","42",1,1,6,2,18
2022-06-03,"77","61",5,9,313,29,628
2022-09-06,"25","27",1,1,2,1,7
2022-07-04,"52","21",2,3,17,5,110
2022-08-10,"18","40",1,3,92,6,136
2022-03-16,"60","53",1,1,1,1,30
2022-05-21,"44","44",1,3,3,3,29
2022-08-13,"78","53",2,1,153,23,1166
2022-05-08,"77","63",2,2,19,2,31
2022-02-22,"58","58",15,19,372,39,1787
2022-10-18,"25","25",8,43,467,67,1847
2022-02-22,"66","23",2,2,7,4,12
2022-11-11,"78","51",4,3,166,29,890
2022-09-05,"43","44",1,2,9,3,9
2021-12-08,"77","67",3,5,114,15,1134
2022-09-13,"54","72",2,1,7,2,66
2022-02-02,"50","68",1,2,12,3,16
2022-06-28,"16","23",1,1,4,4,9368
2022-08-30,"03","03",1,3,69,3,123
2022-04-12,"16","59",1,6,80,27,135
2022-07-02,"86","55",1,2,114,31,433
2021-11-29,"66","59",1,6,114,12,238
2022-09-07,"77","40",1,1,4,1,11
2022-07-08,"77","63",1,1,51,11,708
2022-01-08,"58","58",6,17,219,31,567
2022-06-07,"52","23",1,1,62,1,78
2022-08-10,"25","25",10,40,360,57,845
2022-01-20,"77","67",5,11,377,39,3721
2021-11-25,"50","68",1,2,26,2,50
2022-10-04,"53","53",1,1,8,1,21
2022-05-22,"16","23",1,1,9,7,9
2022-09-19,"78","51",2,1,192,23,1298
2022-04-07,"66","27",1,1,1,1,1
2022-06-04,"16","59",1,8,66,21,190
2022-10-27,"26","43",1,1,3,1,6
2022-09-17,"75","75",1,1,2,1,4
2022-01-29,"66","59",1,1,2,2,4
2022-06-20,"72","77",1,1,12,1,13
2022-05-18,"86","55",1,2,168,45,978
2022-04-14,"77","19",3,3,72,16,267
2022-03-16,"59","73",1,3,10,7,18
2022-09-22,"78","29",1,1,29,4,93
2022-04-07,"62","62",1,3,26,8,39
2022-08-02,"52","78",1,1,83,1,160
2022-09-02,"77","38",7,9,229,19,3452
2022-04-13,"77","61",3,3,7,3,40
2022-10-11,"78","53",2,1,174,24,813
2022-01-14,"77","65",1,1,13,7,13
2022-08-19,"54","70",3,5,26,13,29
2022-03-17,"76","44",1,1,22,11,48
2022-04-08,"55","72",2,6,68,15,274
2022-04-15,"77","13",1,1,7,1,85
2022-03-16,"01","61",1,7,164,39,224
2022-08-30,"66","74",2,4,25,7,30
2022-03-26,"78","02",1,1,1,1,1
2021-12-02,"52","57",1,1,25,1,31
2022-06-03,"28","28",3,9,224,36,628
2022-06-30,"66","57",1,1,2,1,2
2021-11-26,"50","62",3,3,97,17,557
2022-11-12,"54","78",1,1,1,1,15
2022-07-11,"78","78",12,24,650,82,9276
2022-11-03,"50","45",1,1,1,1,42
2022-07-07,"77","69",1,1,13,1,340
2022-04-26,"50","66",1,1,64,1,102
2022-06-23,"50","64",1,1,6,1,106
2022-08-26,"19","19",2,2,74,9,343
2021-12-23,"64","64",6,12,409,46,2049
2021-12-01,"34","34",1,2,11,2,11
2022-06-28,"77","11",1,1,11,1,418
2022-04-06,"62","68",1,1,13,4,36
2022-03-25,"50","89",1,1,15,1,44
2022-09-01,"77","32",2,2,16,4,31
2022-04-26,"54","23",2,2,28,4,669
2022-09-21,"78","23",1,3,10,5,576
2022-03-11,"32","46",1,2,11,1,16
2022-09-29,"71","40",1,2,15,2,32
2022-01-17,"55","74",1,11,259,37,313
2022-02-10,"42","42",1,7,163,36,212
2022-06-01,"18","69",1,3,63,5,110
2022-03-10,"64","64",6,9,185,40,1184
2022-10-03,"50","47",2,10,130,21,305
2022-08-08,"77","48",1,1,23,1,744
2022-03-24,"50","64",1,1,1,1,5
2021-12-17,"23","78",1,1,7,1,33
2022-02-01,"54","27",1,2,61,19,74
2022-10-25,"52","72",1,1,62,1,110
2022-04-07,"77","86",5,4,44,6,164
2022-01-31,"34","34",1,2,8,2,15
2021-12-22,"67","02",1,1,14,2,34
2022-08-25,"71","40",2,2,24,4,29
2021-12-11,"55","74",1,1,54,16,64
2021-12-06,"77","15",1,1,1,1,15
2022-11-05,"78","23",1,1,6,3,1995
2022-06-08,"55","72",1,3,6,3,20
2021-12-21,"01","61",1,8,133,36,282
2021-12-16,"76","44",1,1,72,21,107
2022-07-19,"32","40",1,2,12,1,28
2022-04-13,"28","28",6,12,225,44,487
2022-04-18,"34","32",1,1,7,2,7
2022-02-01,"50","62",1,1,71,6,268
2022-09-14,"54","78",1,1,2,1,10
2022-05-05,"78","78",9,9,618,82,8991
2022-07-20,"50","66",3,3,173,9,9652
2022-02-21,"66","29",1,1,3,2,3
2022-06-08,"64","64",5,8,209,31,874
2022-09-28,"03","75",1,1,20,4,20
2022-04-14,"23","78",1,1,12,1,68
2022-10-22,"50","43",1,1,13,1,105
2022-02-07,"74","77",1,1,9,5,29
2022-05-05,"77","15",2,1,26,1,114
2022-04-28,"55","74",1,5,34,13,42
2022-11-10,"77","36",4,7,122,9,3838
2022-02-28,"23","91",1,1,6,1,12
2022-07-05,"54","27",1,2,6,3,9
2022-04-07,"32","46",1,1,5,1,5
2022-08-18,"66","72",2,2,28,7,30
2021-12-28,"28","28",3,13,184,28,1303
2022-08-12,"77","34",1,2,2,2,14
2022-08-23,"55","55",4,30,282,63,1820
2022-04-21,"50","18",1,1,8,7,16
2022-08-24,"22","70",1,1,15,4,15
2022-03-10,"55","72",1,4,67,17,190
2022-01-18,"32","40",1,1,3,1,3
2021-11-24,"77","69",3,2,79,27,438
2022-01-19,"50","66",2,2,97,8,19582
2022-11-10,"73","73",1,1,5,2,5
2022-09-18,"47","77",1,1,5,1,13
